stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
491,,Ljubović (B),,42.433057,19.254937,,,,,,
492,,Stari duvanski kombinat (A),,42.439298,19.241688,,,,,,
493,,Ul. Marka Radovića (A),,42.437633,19.238172,,,,,,
494,,Ul. Marka Radovića (B),,42.437521,19.238067,,,,,,
496,,Pera Ćetkovića II (A),,42.433747,19.281209,,,,,,
497,,Pera Ćetkovića II (B),,42.433733,19.280729,,,,,,
498,,Gradsko pozorište (A),,42.441628,19.267368,,,,,,
499,,Gradsko pozorište (B),,42.441178,19.266953,,,,,,
500,,Blok 6 (okretište),,42.451907,19.237903,,,,,,
501,,Bulevar 21. maj (A),,42.416736,19.207708,,,,,,
502,,Bulevar 21. maj (B),,42.416252,19.206736,,,,,,
503,,UCG - Ekonomski fakultet (B),,42.446281,19.257557,,,,,,
504,,Most Andrije Kažića (B),,42.455559,19.261006,,,,,,
505,,Ul. 4. jula II (A),,42.423737,19.257064,,,,,,
506,,Ul. 4. jula II (B),,42.424686,19.257469,,,,,,
507,,Zgrada Šargarepa (A),,42.436441,19.264539,,,,,,
508,,Zgrada Šargarepa (B),,42.436517,19.264386,,,,,,
509,,Kružni tok Zlatica - autoput (B),,42.469101,19.299811,,,,,,
510,,Plaža Rogami (B),,42.469465,19.257958,,,,,,
511,,Rogami II (A),,42.470722,19.269194,,,,,,
512,,Stari duvanski kombinat (B),,42.43913,19.241764,,,,,,
513,,Husinjskih rudara I (A),,42.423072,19.297089,,,,,,
514,,Husinjskih rudara II (A),,42.425987,19.294926,,,,,,
515,,Reciklažno dvorište (A),,42.429382,19.292139,,,,,,
516,,Reciklažno dvorište (B),,42.429512,19.291,,,,,,
517,,Husinjskih rudara II (B),,42.425537,19.295183,,,,,,
518,,Husinjskih rudara I (B),,42.422821,19.297203,,,,,,
519,,Ul. 13. jula I (A),,42.447084,19.251977,,,,,,
520,,Ul. 13. jula I (B),,42.446883,19.252207,,,,,,
521,,Grbavci I (A),,42.36329,19.189279,,,,,,
523,,Grbavci III (A),,42.366302,19.188278,,,,,,
524,,Grbavci III (B),,42.36653,19.188442,,,,,,
525,,Grbavci - škola (A),,42.368438,19.1882,,,,,,
526,,Grbavci - škola (B),,42.368208,19.188149,,,,,,
527,,Grbavci IV (A),,42.369904,19.188067,,,,,,
528,,Grbavci IV (B),,42.370275,19.18792,,,,,,
529,,Grbavci V (A),,42.375449,19.18812,,,,,,
530,,Grbavci V (B),,42.375629,19.187958,,,,,,
531,,Lekići (B),,42.390081,19.190042,,,,,,
532,,Lekići I (A),,42.394312,19.188639,,,,,,
533,,Lekići I (B),,42.394079,19.188678,,,,,,
534,,Farmaci I (A),,42.401836,19.188672,,,,,,
535,,Farmaci I (B),,42.401634,19.188537,,,,,,
536,,Farmaci II (A),,42.404285,19.191183,,,,,,
537,,Farmaci II (B),,42.404178,19.190958,,,,,,
538,,Farmaci III (A),,42.405528,19.192117,,,,,,
539,,Farmaci III (B),,42.405767,19.192178,,,,,,
540,,Farmaci - market (B),,42.408566,19.193529,,,,,,
541,,Donji Kokoti I (B),,42.404393,19.199153,,,,,,
542,,Donji Kokoti I (A),,42.404223,19.199023,,,,,,
543,,Donji Kokoti III (B),,42.399989,19.197385,,,,,,
544,,Donji Kokoti III (A),,42.399891,19.197263,,,,,,
545,,Donji Kokoti - market (A),,42.398467,19.196857,,,,,,
546,,Donji Kokoti - market (B),,42.398266,19.196975,,,,,,
548,,Kamenica (B),,42.389755,19.11524,,,,,,
549,,Bulevar 21. maj - kružni tok (A),,42.414676,19.204638,,,,,,
550,,Bulevar 21. maj - kružni tok (B),,42.414171,19.203672,,,,,,
551,,Rogami - Duklja (A),,42.467081,19.265247,,,,,,
552,,Rogami - Duklja (B),,42.467061,19.266383,,,,,,
553,,Smokovac - benz. pumpa (A),,42.48447,19.3061,,,,,,
554,,Most Smokovac (A),,42.47921,19.306616,,,,,,
555,,Most Smokovac (B),,42.479488,19.306438,,,,,,
556,,Dajbabe (A),,42.400436,19.230959,,,,,,
557,,Kakaricka gora - Centar (A),,42.447468,19.315402,,,,,,
558,,Kuće Rakića III (A),,42.381629,19.274581,,,,,,
559,,Opasanica (A),,42.685142,19.524382,,,,,,
560,,Dajbabe (B),,42.400483,19.230666,,,,,,
564,,Škola Dajbabe (B),,42.416234,19.223702,,,,,,
565,,Dahna I (B),,42.425802,19.227095,,,,,,
566,,Dahna - park (A),,42.433133,19.227757,,,,,,
567,,Dahna - park (B),,42.433197,19.227999,,,,,,
568,,Dahna II (A),,42.432994,19.237401,,,,,,
569,,Dahna II (B),,42.433129,19.237845,,,,,,
570,,Kakaricka gora III (A),,42.439459,19.293835,,,,,,
571,,Kakaricka gora II (A),,42.440557,19.294837,,,,,,
